Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.0,Wed Oct 03 01:02:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Evening Briefing: Here's what you need to know at the end of the day https://t.co/dlOqHxLvY2,60
0.0,Wed Oct 03 01:00:01 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Clarification: The tweet above said McKinsey determines which creditors get paid what. McKinsey does have a say but it's not the only one.,61
0.402,Wed Oct 03 00:51:01 +0000 2018,0.055,0.824,0.122,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @katekelly: In 1983, Judge #Kavanaugh penned a letter to seven friends about the arrangements for Beach Week. He said they should warn t…",62
0.0,Wed Oct 03 00:47:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Get our On Politics newsletter delivered to your inbox. Sign up here: https://t.co/z8lYREKk4h,63
-0.382,Wed Oct 03 00:40:08 +0000 2018,0.12,0.88,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",From our On Politics newsletter: The battle over Judge Kavanaugh is perhaps our starkest reflection of that new pol… https://t.co/yT6ihE9xDD,64
-0.743,Wed Oct 03 00:32:05 +0000 2018,0.259,0.741,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A Dunkin’ Donuts employee dumped water on a homeless man who was charging his phone. He and others were fired after… https://t.co/q62zSQsanT,65
0.0,Wed Oct 03 00:25:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @russbuettner: His father’s fortune: the untruth at the core of President Trump’s case for his own exceptionalism. https://t.co/4n207maW…,66
-0.494,Wed Oct 03 00:17:02 +0000 2018,0.138,0.862,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Bomb experts entered a home in Oregon only to discover the place was full of booby traps including an exploding whe… https://t.co/FncTuZyso6,67
-0.318,Wed Oct 03 00:11:05 +0000 2018,0.091,0.909,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @tackettdc: On Monday night, the two major candidates for governor in Ohio, a critical swing state, met to debate. Two New York Times po…",68
0.422,Wed Oct 03 00:02:04 +0000 2018,0.0,0.847,0.153,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""If you are not disrupting the people in positions of authority, it is like you are not doing your job"": Jemele Hil… https://t.co/GLzVptK6xb",69
0.0,Tue Oct 02 23:52:03 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @gabrieldance: we’ve spent 18 months investigating the Trump fortune. But if you don’t have that kinda time right now, here’s 4 short, i…",70
0.44,Tue Oct 02 23:42:02 +0000 2018,0.0,0.818,0.182,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This chicken tikka masala recipe is truly accessible to anyone with a well-stocked pantry https://t.co/D5sb5MOXc2,71
0.0,Tue Oct 02 23:32:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Evening Briefing: Here's what you need to know at the end of the day https://t.co/01D9Wjf5g0,72
0.128,Tue Oct 02 23:22:02 +0000 2018,0.0,0.927,0.073,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @davidenrich: Exclusive: We obtained a handwritten 1983 letter that Brett Kavanaugh wrote to his high school buddies: ""We're loud, obnox…",73
-0.862,Tue Oct 02 23:17:05 +0000 2018,0.469,0.531,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The killing of a 16-year-old stunned a Brooklyn neighborhood. The shock deepened when a suspect was identified: a b… https://t.co/M2GmkVMLeS,74
0.0,Tue Oct 02 23:01:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @susannecraig: NEW: Russ Buettner, David Barstow and I got our hands on a massive trove of confidential docs - including 200 tax returns…",75
0.0,Tue Oct 02 23:00:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Clarification: The tweet above said McKinsey determines which creditors get paid what. McKinsey does have a say but it's not the only one.,76
-0.735,Tue Oct 02 22:47:11 +0000 2018,0.285,0.658,0.057,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Baby fails"" is a thriving YouTube genre. And if you want your own internet-famous baby, humiliation is key.… https://t.co/fHU9SDps0a",77
-0.226,Tue Oct 02 22:32:07 +0000 2018,0.091,0.909,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Manchin campaign said that he spoke with protesters “to listen to their stories and views on Brett Kavanaugh.”… https://t.co/E80CtfKrRT,78
0.459,Tue Oct 02 22:17:04 +0000 2018,0.0,0.85,0.15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",2 of America Ferrera's recent favorite books: “When They Call You a Terrorist” by Patrisse Khan-Cullors and “Sour H… https://t.co/LredAGHHbD,79
0.44,Tue Oct 02 22:03:04 +0000 2018,0.0,0.879,0.121,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @Nate_Cohn: Ohio 1, final. Chabot (R, inc) 50, Pureval (D) 41
A good result for the Republicans in a fairly conservative district where…",80
0.0,Tue Oct 02 21:48:24 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","As for the $1 million loan President Trump so often cites, The New York Times found that Fred Trump actually lent h… https://t.co/LtGDEXO17S",81
0.0,Tue Oct 02 21:23:11 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The New York Times’s findings raise new questions about President Trump’s refusal to release his income tax returns… https://t.co/2QJGxo0Tzm,82
0.0,Tue Oct 02 21:20:11 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","On May 4, 2004, the Trump children signed away ownership of the empire their father had built over 70 years. The to… https://t.co/H1DbE6cZ2I",83
0.382,Tue Oct 02 21:10:30 +0000 2018,0.0,0.89,0.11,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","On Nov. 22, 1997, in an episode never before revealed, Donald Trump and his siblings gained ownership of most of th… https://t.co/TREtTJ6pHD",84
-0.511,Tue Oct 02 21:05:00 +0000 2018,0.155,0.845,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Clumsy at it was, Donald Trump’s failed attempt to change his father’s will brought a family reckoning about 2 rela… https://t.co/6QVLMrT9YD",85
0.0,Tue Oct 02 20:59:51 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Fred Trump took prompt action to thwart his son. He dispatched his daughter to find new estate lawyers. The lawyers… https://t.co/OxoYAYBbP2,86
0.0,Tue Oct 02 20:55:44 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","In 1990, according to previously secret depositions, Donald Trump tried to have his father’s will rewritten in a wa… https://t.co/3USzEdnsJR",87
0.572,Tue Oct 02 20:51:17 +0000 2018,0.0,0.793,0.207,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Between 1989 and 1992, tax records show, 4 entities created by Fred Trump to support his children paid Donald Trump… https://t.co/bLBMEgvv9R",88
-0.511,Tue Oct 02 20:45:22 +0000 2018,0.136,0.864,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","As the 1980s ended, Donald Trump’s big bets began to go bust. Trump Shuttle was failing to make loan payments withi… https://t.co/fdTcY4KG0e",89
0.557,Tue Oct 02 20:35:13 +0000 2018,0.0,0.854,0.146,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","In President Trump’s version of how he got rich, he parlayed a $1 million loan from his father into a $10 billion e… https://t.co/balhaT0Y0q",90
0.44,Tue Oct 02 20:25:18 +0000 2018,0.0,0.854,0.146,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We hope you have time to read the complete investigation by @DavidBarstow, @SusanneCraig and @RussBuettner. But if… https://t.co/3KRrQ19354",91
0.0,Tue Oct 02 20:14:17 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",What emerges from this body of evidence is a financial biography of the 45th president fundamentally at odds with t… https://t.co/gsJyG94wEH,92
0.0,Tue Oct 02 19:44:52 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The New York Times’s findings are based on interviews with Fred Trump’s former employees and advisers and more than… https://t.co/LHEXeqxf5t,93
0.0,Tue Oct 02 19:40:35 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Trump declined repeated requests over several weeks to comment for this article. But a lawyer for Trump, Charles J.… https://t.co/Pf01JULG2i",94
0.0,Tue Oct 02 19:26:51 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump has sold himself as a self-made billionaire but a Times investigation found that he received more t… https://t.co/lhuCsng9Wi,95
0.0,Tue Oct 02 18:50:05 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Primera Air, a small low-cost airline, filed for bankruptcy and ceased flying on Monday night, leaving hundreds of… https://t.co/PIC0H5zEEW",96
-0.153,Tue Oct 02 18:35:04 +0000 2018,0.172,0.72,0.108,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","If you're looking to help victims of the earthquake and tsunami that struck Indonesia, here is some guidance, and a… https://t.co/1P56jAWnkU",97
0.637,Tue Oct 02 18:10:06 +0000 2018,0.0,0.851,0.149,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @Nate_Cohn: Virginia 2, final. Taylor (R, inc) 49, Luria (D) 41
This is probably our best result for the Republicans in weeks. Didn't ex…",98
0.0,Tue Oct 02 18:00:10 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Rather than clarifying the cause of a murky issue, 'toxic' often does the opposite,"" writes Lauren Oyler https://t.co/kL0A7ZeKKj",99
0.382,Tue Oct 02 17:50:04 +0000 2018,0.0,0.894,0.106,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @rudoren: ‘What the (Insert Extreme Word of Choice) Is Going On Over There?’   The imitable ⁦@sarahlyall⁩ helps readers outside the US u…,100
