Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
-0.511,Wed Oct 03 02:28:39 +0000 2018,0.332,0.45,0.218,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",An alleged forbidden romance with a suspect in a terrorism probe has landed a special agent with the Naval Criminal… https://t.co/Ms8ZNYr5fM,54
-0.052,Wed Oct 03 02:23:00 +0000 2018,0.162,0.684,0.154,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The FBI is expanding its inquiry into sexual assault allegations against Supreme Court nominee Brett Kavanaugh beyo… https://t.co/lzv8wuaPzQ,55
0.0,Wed Oct 03 02:16:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Nearly half of women and a third of men over the age of 45 will develop Parkinson's, dementia or stroke during thei… https://t.co/8R2mbJKtG7",56
0.178,Wed Oct 03 02:08:37 +0000 2018,0.067,0.837,0.096,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","There’s no way to know the fate of Brett Kavanaugh’s Supreme Court nomination, but here are four ways it could play… https://t.co/2yaLSMsT1x",57
0.0,Wed Oct 03 02:01:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Canada opened its dairy market. But by how much? https://t.co/wFnXlQulwR https://t.co/MdAxzUhxXQ,58
0.0,Wed Oct 03 01:46:30 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @OutFrontCNN: President Trump's response to a female reporter asking him a question raised eyebrows. CNN's Jeanne Moos reports on the ba…,59
-0.128,Wed Oct 03 01:46:00 +0000 2018,0.077,0.923,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","This district in West Virginia voted overwhelmingly for President Trump in the 2016 election. But now, a Democrat n… https://t.co/xdoxocOSVU",60
-0.625,Wed Oct 03 01:43:59 +0000 2018,0.267,0.733,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Trump is exposed as the fraud that he is | By Michael D'Antonio via @CNNOpinion https://t.co/3Fq4LukMeG https://t.co/Bw03KBqNOj,61
0.273,Wed Oct 03 01:40:28 +0000 2018,0.0,0.923,0.077,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CuomoPrimeTime: ""I am concerned the White House might have told the FBI to 'look at certain people, do not look at other people.' Far m…",62
0.0,Wed Oct 03 01:31:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",West Virginia is letting some overseas voters submit ballots through a mobile app https://t.co/F76b3D32V1 https://t.co/YKiVCLE6Kn,63
0.0,Wed Oct 03 01:20:27 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CuomoPrimeTime: .@ChrisCuomo: ""This is about honesty... The President saying that he got a million dollars from his father when he go s…",64
0.0,Wed Oct 03 01:16:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","House Minority Leader Nancy Pelosi, who described Judge Brett Kavanaugh's testimony last week as ""hysterical,"" says… https://t.co/6p5NsrYr0p",65
0.026,Wed Oct 03 01:12:14 +0000 2018,0.12,0.757,0.124,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: In a letter written in 1983, SCOTUS nominee Brett Kavanaugh describes himself and his friends as ""loud, obnoxious drunks w…",66
0.0,Wed Oct 03 01:10:56 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","""Bart"" is a name that previously came up as a possible reference to Brett Kavanaugh in his former classmate Mark Ju… https://t.co/IW5LY7LuJs",67
0.026,Wed Oct 03 01:06:12 +0000 2018,0.13,0.736,0.134,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Brett Kavanaugh called himself and his friends ""loud, obnoxious drunks"" in a 1983 letter — and signed it ""Bart,"" Th… https://t.co/UkMb1ObN0E",68
-0.318,Wed Oct 03 01:02:19 +0000 2018,0.119,0.881,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump for the first time directly mocked Christine Blasey Ford's testimony before the Senate Judiciary Co… https://t.co/4vJW98P4B1,69
-0.681,Wed Oct 03 01:01:03 +0000 2018,0.203,0.797,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""I know the name of the boy who assaulted me. I have no reason to disrupt his life, even though mine has been upend… https://t.co/BkSsu4G0YG",70
0.0,Wed Oct 03 00:58:18 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @AC360: ""This is what he does."" Democratic Senator @maziehirono responds to President Trump's remarks saying, ""We can always count on th…",71
0.7,Wed Oct 03 00:51:00 +0000 2018,0.0,0.726,0.274,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Sen. Bernie Sanders praises Jeff Bezos after Amazon announced it is raising its minimum wage at both Amazon and Who… https://t.co/EvSS1OTyQb,72
0.0,Wed Oct 03 00:46:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",New Zealand firm Perpetual Guardian has tested a four-day work week while still paying employees for the five. The… https://t.co/QWDGwBXiKZ,73
-0.402,Wed Oct 03 00:41:54 +0000 2018,0.13,0.87,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","After mocking Christine Blasey Ford, President Trump tells the Mississippi rally crowd: ""Think of your son. Think o… https://t.co/oiA9U0fiDz",74
0.178,Wed Oct 03 00:41:07 +0000 2018,0.067,0.837,0.096,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","There’s no way to know the fate of Brett Kavanaugh’s Supreme Court nomination, but here are four ways it could play… https://t.co/4Q2uFrXuaq",75
0.0,Wed Oct 03 00:36:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",CNN’s @RichardQuest and @PeterDrives got their hands on a Tesla Model 3 https://t.co/ecgE0FQ1sW https://t.co/vj5AYtBE78,76
-0.765,Wed Oct 03 00:33:12 +0000 2018,0.248,0.752,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @AC360: .@AndersonCooper: The President says it's a scary time for men because of the threat of something that hardly ever happens.

Wha…",77
-0.318,Wed Oct 03 00:32:34 +0000 2018,0.133,0.867,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","During a rally in Mississippi, President Trump directly mocked Christine Blasey Ford’s testimony before the Senate… https://t.co/mhKDmdVbaP",78
0.361,Wed Oct 03 00:31:04 +0000 2018,0.0,0.878,0.122,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A new NASA-funded study reveals that exposure to space radiation on long trips, like a voyage to Mars, could perman… https://t.co/lmT6G6EjnM",79
0.44,Wed Oct 03 00:26:00 +0000 2018,0.0,0.868,0.132,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Having Tencent Music and Spotify listed on the same exchange is good for both companies, says Pär-Jörgen Pärson, on… https://t.co/bh5O09C0lE",80
-0.742,Wed Oct 03 00:25:34 +0000 2018,0.215,0.785,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: President Trump: ""It’s a very scary time for young men in America when you can be guilty of something that you may not be…",81
0.0,Wed Oct 03 00:25:17 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Germany's Bayern Munich is exploring the relationship between crowd noise and on-pitch performance. Using acoustic… https://t.co/z52Mb7dUu9,82
-0.226,Wed Oct 03 00:21:04 +0000 2018,0.095,0.905,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Protesters tried to ""forcibly enter"" the Washington office of Republican Rep. Andy Harris of Maryland in an inciden… https://t.co/TwenLrFcZh",83
-0.103,Wed Oct 03 00:18:00 +0000 2018,0.072,0.928,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Sen. Bernie Sanders calls Amazon’s pay hike a “shot heard around the world.” He says other companies should ""learn… https://t.co/c9JDFPQ9vE",84
0.0,Wed Oct 03 00:17:10 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: ""This came up in the Nixon years, and it became actually a part of his impeachment proceedings where they considered an ar…",85
0.0,Wed Oct 03 00:13:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Electric cars are center stage at the Paris Motor Show https://t.co/zFWHiVgZ2u https://t.co/d2l8FZPzq2,86
-0.572,Wed Oct 03 00:11:05 +0000 2018,0.171,0.829,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Facebook says it has not found any evidence ""so far"" that its attackers accessed third-party sites through Facebook… https://t.co/XQT22eBMke",87
0.0,Wed Oct 03 00:09:48 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The world's first full-scale Hyperloop passenger capsule has been revealed, and it could be the future of travel… https://t.co/e2vOPKN0af",88
-0.128,Wed Oct 03 00:06:05 +0000 2018,0.121,0.788,0.091,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The obvious contradiction at the heart of Brett Kavanaugh's drinking defense | Analysis by @CillizzaCNN… https://t.co/zAM2AYUigr,89
0.273,Wed Oct 03 00:01:05 +0000 2018,0.0,0.877,0.123,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The FDA recently conducted a surprise inspection of e-cigarette maker Juul's corporate headquarters in San Francisc… https://t.co/9QhAHhPEiI,90
0.0,Tue Oct 02 23:58:13 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump speaks at a rally in Southaven, Mississippi. Follow live updates: https://t.co/q6PCU8sRLh https://t.co/cuuoDTRpJe",91
-0.318,Tue Oct 02 23:57:21 +0000 2018,0.144,0.76,0.095,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: Democratic Rep. Lloyd Doggett says President Trump's denial of the NYT report on alleged tax fraud sounds like ""every othe…",92
0.494,Tue Oct 02 23:57:11 +0000 2018,0.0,0.833,0.167,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",How to show Trump you care about climate change | By Washington Gov. Jay Inslee via @CNNOpinion… https://t.co/V7kmdnNhzv,93
-0.226,Tue Oct 02 23:55:34 +0000 2018,0.095,0.905,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",An envelope addressed to President Trump contained a substance suspected to be ricin and appeared to be connected t… https://t.co/A9QnutHDCY,94
-0.077,Tue Oct 02 23:50:47 +0000 2018,0.127,0.759,0.114,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: ""It's unfortunate that instead of exercising oversight, this Republican congress is only engaged in overlook. These are th…",95
0.0,Tue Oct 02 23:50:38 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","800,000 people registered to vote on National Voter Registration Day this year, breaking a previous record… https://t.co/hbXhn2CxLc",96
0.0,Tue Oct 02 23:45:44 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @CNNPolitics: President Donald Trump speaks at a rally in Mississippi. Follow for live updates https://t.co/hKoxKMzkbz https://t.co/ZbQq…,97
0.076,Tue Oct 02 23:43:12 +0000 2018,0.0,0.953,0.047,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: ""Fred Trump for years, for his life was famous for not wanting to pay taxes. And I think he passed that gene down to his s…",98
0.226,Tue Oct 02 23:41:34 +0000 2018,0.0,0.917,0.083,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Thailand's Maya Bay, made popular by the film ""The Beach,"" was due to reopen this month, but now will remain closed… https://t.co/IvaAjDbZrR",99
0.0,Tue Oct 02 23:41:03 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Senate Majority Leader Mitch McConnell said the release of an FBI report on allegations against Brett Kavanaugh wil… https://t.co/VUsCfacfqO,100
0.493,Wed Oct 03 07:30:00 +0000 2018,0.0,0.862,0.138,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Larry Kudlow on new trade deal: ""These are very good things for the U.S. economy. @POTUS has basically delivered on… https://t.co/ORt0YyWdL2",1
0.735,Wed Oct 03 07:23:00 +0000 2018,0.0,0.604,0.396,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@Saints fan helps disabled @Giants fan stand for national anthem in viral photo https://t.co/3i5v9SMLX4,2
0.54,Wed Oct 03 07:16:00 +0000 2018,0.0,0.791,0.209,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@JohnJamesMI: ""I promise that I will lead in Washington the way I led in Baghdad— I didn't fight for Democrats or… https://t.co/unBflG4IYo",3
0.202,Wed Oct 03 07:09:00 +0000 2018,0.122,0.714,0.163,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Christine Blasey Ford ex-boyfriend says she helped friend prep for potential polygraph; Grassley sounds alarm https://t.co/icopSlSBYe,4
0.318,Wed Oct 03 07:01:01 +0000 2018,0.0,0.881,0.119,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenJohnKennedy on some of his Democratic colleagues: ""It isn't about searching for the truth, it's about winning.… https://t.co/LbvKqLYE1e",5
-0.318,Wed Oct 03 06:55:00 +0000 2018,0.141,0.859,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DA who lost Kate Steinle case, called Trump a 'madman' says he won't seek re-election https://t.co/R611sMIlfh",6
0.0,Wed Oct 03 06:43:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Body found across street from Oakland police headquarters https://t.co/gvjWP7jnFS,7
0.494,Wed Oct 03 06:36:00 +0000 2018,0.0,0.849,0.151,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",People form a human chain around the shuttered site of a Las Vegas country music festival where a gunman opened fir… https://t.co/eTCUYx8WQs,8
0.0,Wed Oct 03 06:29:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","President @realDonaldTrump: ""The deal we made with Canada and Mexico has gotten tremendous reviews...It's been very… https://t.co/brdghoN4kF",9
0.0,Wed Oct 03 06:22:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Trump reaped millions in shady tax schemes from father's business, report says; NY Tax Department 'reviewing' alleg… https://t.co/jlDVWawzfO",10
0.361,Wed Oct 03 06:15:01 +0000 2018,0.0,0.857,0.143,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","President @realDonaldTrump: ""I think the Democrats are gonna like the trade bill. They already do."" https://t.co/fhyxaRhm9O",11
0.0,Wed Oct 03 06:07:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",President @realDonaldTrump defended due process Tuesday outside the White House. https://t.co/uSrx0qbJCq https://t.co/uVzvT9QxFN,12
0.077,Wed Oct 03 06:00:00 +0000 2018,0.0,0.939,0.061,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@CharlesHurt: “The number of people in the FBI who seem to think they are not answerable to anyone… it’s staggerin… https://t.co/00YZ5xUYRV,13
-0.296,Wed Oct 03 05:52:00 +0000 2018,0.155,0.845,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Atlanta Motor Speedway exec accused of peeping into neighbor's daughter's room: police https://t.co/YYggPA7GV7,14
0.0,Wed Oct 03 05:45:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","President @realDonaldTrump: ""The stock market...is at an all-time high today."" https://t.co/WhtP2OWI76",15
0.0,Wed Oct 03 05:38:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Brett Kavanaugh's Clinton comment 'deserves a lot of laughter,' @HillaryClinton says https://t.co/9FYNJUjZwk",16
0.477,Wed Oct 03 05:30:00 +0000 2018,0.0,0.829,0.171,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","President @realDonaldTrump: ""This is really an incredible time for our nation. We are respected again."" https://t.co/bYMV3hFVRu",17
0.318,Wed Oct 03 05:23:00 +0000 2018,0.116,0.704,0.181,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OPINION: Time to discuss the critical elements needed for the Supreme Court — @KennedyNation 
 (via @FoxBusiness) https://t.co/ihW0xR2p9O",18
-0.077,Wed Oct 03 05:15:00 +0000 2018,0.142,0.729,0.13,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: ""We're straightening out some of these horrible deals that stole our wealth, stole our jobs, stole so much… https://t.co/kSMQPlIIZP",19
0.0,Wed Oct 03 05:07:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@LindseyGrahamSC on Kavanaugh hearing: ""The Republican of the year will be a Democrat, not a Republican. You've be… https://t.co/ZqsZepWYai",20
0.493,Wed Oct 03 07:30:00 +0000 2018,0.0,0.862,0.138,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Larry Kudlow on new trade deal: ""These are very good things for the U.S. economy. @POTUS has basically delivered on… https://t.co/ORt0YyWdL2",21
0.735,Wed Oct 03 07:23:00 +0000 2018,0.0,0.604,0.396,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@Saints fan helps disabled @Giants fan stand for national anthem in viral photo https://t.co/3i5v9SMLX4,22
0.54,Wed Oct 03 07:16:00 +0000 2018,0.0,0.791,0.209,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@JohnJamesMI: ""I promise that I will lead in Washington the way I led in Baghdad— I didn't fight for Democrats or… https://t.co/unBflG4IYo",23
0.202,Wed Oct 03 07:09:00 +0000 2018,0.122,0.714,0.163,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Christine Blasey Ford ex-boyfriend says she helped friend prep for potential polygraph; Grassley sounds alarm https://t.co/icopSlSBYe,24
0.318,Wed Oct 03 07:01:01 +0000 2018,0.0,0.881,0.119,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenJohnKennedy on some of his Democratic colleagues: ""It isn't about searching for the truth, it's about winning.… https://t.co/LbvKqLYE1e",25
-0.318,Wed Oct 03 06:55:00 +0000 2018,0.141,0.859,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DA who lost Kate Steinle case, called Trump a 'madman' says he won't seek re-election https://t.co/R611sMIlfh",26
0.0,Wed Oct 03 06:43:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Body found across street from Oakland police headquarters https://t.co/gvjWP7jnFS,27
0.494,Wed Oct 03 06:36:00 +0000 2018,0.0,0.849,0.151,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",People form a human chain around the shuttered site of a Las Vegas country music festival where a gunman opened fir… https://t.co/eTCUYx8WQs,28
0.0,Wed Oct 03 06:29:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","President @realDonaldTrump: ""The deal we made with Canada and Mexico has gotten tremendous reviews...It's been very… https://t.co/brdghoN4kF",29
0.0,Wed Oct 03 06:22:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Trump reaped millions in shady tax schemes from father's business, report says; NY Tax Department 'reviewing' alleg… https://t.co/jlDVWawzfO",30
0.361,Wed Oct 03 06:15:01 +0000 2018,0.0,0.857,0.143,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","President @realDonaldTrump: ""I think the Democrats are gonna like the trade bill. They already do."" https://t.co/fhyxaRhm9O",31
0.0,Wed Oct 03 06:07:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",President @realDonaldTrump defended due process Tuesday outside the White House. https://t.co/uSrx0qbJCq https://t.co/uVzvT9QxFN,32
0.077,Wed Oct 03 06:00:00 +0000 2018,0.0,0.939,0.061,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@CharlesHurt: “The number of people in the FBI who seem to think they are not answerable to anyone… it’s staggerin… https://t.co/00YZ5xUYRV,33
-0.296,Wed Oct 03 05:52:00 +0000 2018,0.155,0.845,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Atlanta Motor Speedway exec accused of peeping into neighbor's daughter's room: police https://t.co/YYggPA7GV7,34
0.0,Wed Oct 03 05:45:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","President @realDonaldTrump: ""The stock market...is at an all-time high today."" https://t.co/WhtP2OWI76",35
0.0,Wed Oct 03 05:38:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Brett Kavanaugh's Clinton comment 'deserves a lot of laughter,' @HillaryClinton says https://t.co/9FYNJUjZwk",36
0.477,Wed Oct 03 05:30:00 +0000 2018,0.0,0.829,0.171,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","President @realDonaldTrump: ""This is really an incredible time for our nation. We are respected again."" https://t.co/bYMV3hFVRu",37
0.318,Wed Oct 03 05:23:00 +0000 2018,0.116,0.704,0.181,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OPINION: Time to discuss the critical elements needed for the Supreme Court — @KennedyNation 
 (via @FoxBusiness) https://t.co/ihW0xR2p9O",38
-0.077,Wed Oct 03 05:15:00 +0000 2018,0.142,0.729,0.13,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: ""We're straightening out some of these horrible deals that stole our wealth, stole our jobs, stole so much… https://t.co/kSMQPlIIZP",39
0.0,Wed Oct 03 05:07:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@LindseyGrahamSC on Kavanaugh hearing: ""The Republican of the year will be a Democrat, not a Republican. You've be… https://t.co/ZqsZepWYai",40
-0.594,Wed Oct 03 05:00:00 +0000 2018,0.245,0.755,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@LindseyGrahamSC on Kavanaugh confirmation battle: ""This is bottom. If this is not bottom, help us all."" https://t.co/vxhpSArURv",41
0.0,Wed Oct 03 04:52:01 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",US retail vacancies at 10.2 percent in third quarter - Report (via @FoxBusiness) https://t.co/6CBnMS6fRX,42
0.0,Wed Oct 03 04:45:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@senatemajldr: “The Senate will vote on Judge Kavanaugh here on this floor, this week.” https://t.co/IBAR6gJ0oX https://t.co/amCmTXVCRV",43
-0.691,Wed Oct 03 04:38:00 +0000 2018,0.227,0.773,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",White officer Jason Van Dyke takes stand in murder trial over black teen shot 16 times https://t.co/N2LbeEUpJC,44
0.44,Wed Oct 03 04:30:00 +0000 2018,0.0,0.838,0.162,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@JesseBWatters on @HillaryClinton bashing @POTUS supporters: ""Every time she pops up and says something, I believe… https://t.co/NXr6Jkgcyk",45
-0.226,Wed Oct 03 04:22:00 +0000 2018,0.192,0.808,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Anti-Kavanaugh protesters accosting senators have ties to Soros https://t.co/aVMTTiK73T,46
-0.382,Wed Oct 03 04:15:00 +0000 2018,0.12,0.88,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Jonathan Turley: “Any answer that is not openly and frankly embarrassing and disclosing of your past could be viewe… https://t.co/4SH1PKhXcG,47
0.0,Wed Oct 03 04:08:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@FLOTUS makes first solo trip abroad https://t.co/z9TCGT2dRN https://t.co/8wW22LEQna,48
0.053,Wed Oct 03 04:01:00 +0000 2018,0.0,0.934,0.066,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Jonathan Turley: “There was a sort of otherworldly feeling about these hearings, when you have a U.S. senator going… https://t.co/z6PE6fAX2M",49
0.0,Wed Oct 03 03:55:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Daniel Hoffman on North Korea: “President Trump has, I think, presented @SecPompeo with the ultimate ‘art of the de… https://t.co/qP5CR8459U",50
0.459,Wed Oct 03 03:45:00 +0000 2018,0.0,0.833,0.167,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@kayleighmcenany: “Nothing will ever satisfy Democrats. This about delaying beyond the midterms. It’s about delayi… https://t.co/TYgAoiZPEz,51
0.128,Wed Oct 03 03:39:00 +0000 2018,0.0,0.824,0.176,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Requested of Dr. Ford’s legal team: https://t.co/3f1JArDWGU https://t.co/Fl0hO6TVHz,52
0.422,Wed Oct 03 03:31:44 +0000 2018,0.125,0.598,0.277,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Stunning image from lost spacecraft reveals what it’s like to stand on a comet https://t.co/00Nhu1U1a5,53
0.0,Wed Oct 03 03:25:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@kayleighmcenany: “Democrats can’t have it both ways. Had he not shown any emotion whatsoever, they would have sai… https://t.co/Ictw1uljXm",54
